train_loss_mean,train_loss_std,train_accuracy_mean,train_accuracy_std,train_loss_importance_vector_0_mean,train_loss_importance_vector_0_std,train_loss_importance_vector_1_mean,train_loss_importance_vector_1_std,train_loss_importance_vector_2_mean,train_loss_importance_vector_2_std,train_loss_importance_vector_3_mean,train_loss_importance_vector_3_std,train_loss_importance_vector_4_mean,train_loss_importance_vector_4_std,train_learning_rate_mean,train_learning_rate_std,val_loss_mean,val_loss_std,val_accuracy_mean,val_accuracy_std,val_loss_importance_vector_0_mean,val_loss_importance_vector_0_std,val_loss_importance_vector_1_mean,val_loss_importance_vector_1_std,val_loss_importance_vector_2_mean,val_loss_importance_vector_2_std,val_loss_importance_vector_3_mean,val_loss_importance_vector_3_std,val_loss_importance_vector_4_mean,val_loss_importance_vector_4_std,epoch,epoch_run_time
0.4267794719412923,0.2729855627079657,0.8690999977588654,0.08782192339423436,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.0010000000000000005,4.336808689942018e-19,0.24430040965477626,0.09699412162924964,0.916333331267039,0.0429133530433203,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,1,1211.6107363700867
0.1556898767054081,0.07933089822984961,0.9479500032663345,0.037243091827901566,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.2800000011920929,0.0,0.0009995115550240356,2.168404344971009e-19,0.16405767182509104,0.07751701534592971,0.9430000019073487,0.03429286686932264,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.2800000011920929,0.0,2,1292.2075026035309
0.10895865037105977,0.06480295237005157,0.9639500057697297,0.03052290609998424,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.36000001430511475,0.0,0.0009982912558975914,0.0,0.1417880403002103,0.08894780653161029,0.9486666719118754,0.03363861087720043,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.36000001430511475,0.0,3,1348.5871043205261
0.08333520602900535,0.06416045496363017,0.9725000060796738,0.029261752231324083,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.4399999976158142,0.0,0.00099658461944753,0.0,0.11432645381738742,0.08236037499099408,0.9596666733423869,0.029124259484540244,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.4399999976158142,0.0,4,1190.4207367897034
0.07101801474485546,0.06258212224191531,0.9768000068664551,0.026062617689826584,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.5199999809265137,0.0,0.0009943933295608763,0.0,0.09173876538872719,0.08199628733614456,0.9706666700045268,0.02809903527109136,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.5199999809265137,0.0,5,1211.5818586349487
0.061678972191410136,0.05571351445373955,0.9792500070333481,0.023306383293114328,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.6000000238418579,0.0,0.000991719548418466,2.168404344971009e-19,0.09321761719882488,0.08847877691074742,0.9733333357175191,0.028963581954308308,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.6000000238418579,0.0,6,1860.334912776947
0.052121058117132635,0.04781126740620117,0.9811500066518783,0.022878537570460954,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.6800000071525574,0.0,0.0009885659143607812,2.168404344971009e-19,0.07851004580035806,0.07808886722153333,0.9753333377838135,0.029578522297260004,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.6800000071525574,0.0,7,1853.3302733898163
0.05052868554345332,0.04972626270789088,0.9826000063419342,0.021499766779015644,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.7599999904632568,0.0,0.000984935539283863,2.168404344971009e-19,0.0890059248606364,0.08490215075008384,0.9733333412806193,0.024944383905997906,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.7599999904632568,0.0,8,1845.3583574295044
0.049421078073210084,0.049625314615930005,0.9831000076532364,0.02084202213669697,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.8399999737739563,0.0,0.0009808320055678876,2.168404344971009e-19,0.07066044341462353,0.07567446363297131,0.979333340326945,0.023584363997983734,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.8399999737739563,0.0,9,1791.7361884117126
0.041931580153817774,0.049073458678699174,0.9871000064611435,0.017988604220101317,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.9200000166893005,0.0,0.0009762593625414189,0.0,0.05945550996499757,0.06181918798464569,0.9776666728655498,0.02600427435113565,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.9200000166893005,0.0,10,1837.5020112991333
