train_loss_mean,train_loss_std,train_accuracy_mean,train_accuracy_std,train_loss_importance_vector_0_mean,train_loss_importance_vector_0_std,train_loss_importance_vector_1_mean,train_loss_importance_vector_1_std,train_loss_importance_vector_2_mean,train_loss_importance_vector_2_std,train_loss_importance_vector_3_mean,train_loss_importance_vector_3_std,train_loss_importance_vector_4_mean,train_loss_importance_vector_4_std,train_learning_rate_mean,train_learning_rate_std,val_loss_mean,val_loss_std,val_accuracy_mean,val_accuracy_std,val_loss_importance_vector_0_mean,val_loss_importance_vector_0_std,val_loss_importance_vector_1_mean,val_loss_importance_vector_1_std,val_loss_importance_vector_2_mean,val_loss_importance_vector_2_std,val_loss_importance_vector_3_mean,val_loss_importance_vector_3_std,val_loss_importance_vector_4_mean,val_loss_importance_vector_4_std,epoch,epoch_run_time
0.5884791916906834,0.1944688955614052,0.8073999996781349,0.09181633882753888,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.0010000000000000005,4.336808689942018e-19,0.49614848613739015,0.11751789870116497,0.8290000025431316,0.05385783759271964,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,1,891.9157829284668
0.3236480533629656,0.09946410277487842,0.898399999499321,0.05071922885868777,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.2800000011920929,0.0,0.0009995115550240356,2.168404344971009e-19,0.3681274922688802,0.11033428726394467,0.8766666658719381,0.04887625825828497,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.18000000715255737,0.0,0.2800000011920929,0.0,2,873.1466114521027
0.2343965501487255,0.08455102230699672,0.923999999165535,0.041279538427389094,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.36000001430511475,0.0,0.0009982912558975914,0.0,0.2884688330690066,0.11215772409562963,0.9046666638056438,0.05191231720096322,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.1599999964237213,0.0,0.36000001430511475,0.0,3,802.1312057971954
0.18430804452300073,0.08545422156779266,0.938350001335144,0.03934498599958693,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.4399999976158142,0.0,0.00099658461944753,0.0,0.24098851482073466,0.12006732931365159,0.9136666679382324,0.047133378004525925,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.14000000059604645,0.0,0.4399999976158142,0.0,4,777.7360818386078
0.15688321162760258,0.09124638020309923,0.9472500044107437,0.03957509179056776,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.5199999809265137,0.0,0.0009943933295608763,0.0,0.22380120575428009,0.11509557366114774,0.9173333311080932,0.04742948389600779,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.11999999731779099,0.0,0.5199999809265137,0.0,5,839.2695717811584
0.13261249571293593,0.07828093687217799,0.9534000037908554,0.03359226724817933,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.6000000238418579,0.0,0.000991719548418466,2.168404344971009e-19,0.18631457976996899,0.1120101334476981,0.9406666692097981,0.0407785408922825,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.6000000238418579,0.0,6,886.5352036952972
0.11483361071813851,0.07771159850275074,0.9599500036239624,0.03445646291729981,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.6800000071525574,0.0,0.0009885659143607812,2.168404344971009e-19,0.18508415050804616,0.11865494669361563,0.9376666680971781,0.04289004523498204,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.07999999821186066,0.0,0.6800000071525574,0.0,7,851.6505064964294
0.10896895832568407,0.07664764189944268,0.9621500046253204,0.03245963245744407,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.7599999904632568,0.0,0.000984935539283863,2.168404344971009e-19,0.1745505163570245,0.11868381698983649,0.9426666680971781,0.04057367067236689,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.05999999865889549,0.0,0.7599999904632568,0.0,8,854.3275728225708
0.10816593716433272,0.08148939659144784,0.9624500036239624,0.032307085091754235,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.8399999737739563,0.0,0.0009808320055678876,2.168404344971009e-19,0.1443595221887032,0.10777396719804756,0.9520000044504802,0.036687878370097605,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.03999999910593033,0.0,0.8399999737739563,0.0,9,852.5529744625092
0.08638540084380657,0.0779388670335701,0.9707500058412551,0.02925213980489786,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.9200000166893005,0.0,0.0009762593625414189,0.0,0.13116084898511568,0.10745484344159673,0.9583333404858907,0.033993467632150595,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.019999999552965164,0.0,0.9200000166893005,0.0,10,879.5166683197021
